Марковская модель погоды — Статистика симуляции
Дата/время экспорта;2026-04-25 08:33:29
Общее время симуляции (ед.);215.8596

=== Распределение вероятностей ===
Состояние;Теоретическое (π);Эмпирическое;Отклонение |Δ|
Ясно;0.380952;0.377607;0.003346
Облачно;0.301587;0.331743;0.030156
Пасмурно;0.317460;0.290650;0.026810

=== Матрица интенсивностей Q ===
;→ Ясно;→ Облачно;→ Пасмурно
Ясно →;-0.400000;0.300000;0.100000
Облачно →;0.400000;-0.800000;0.400000
Пасмурно →;0.100000;0.400000;-0.500000

=== Время пребывания в состояниях ===
Состояние;Время (ед.);Доля (%)
Ясно;81.5100;37.76
Облачно;71.6100;33.17
Пасмурно;62.7396;29.07
